timestamp,x,y,z,label
1657094189120,-12,236,44,1
1657094189160,-4,237,46,1
1657094189200,4,239,46,1
1657094189240,8,244,46,1
1657094189280,9,248,44,1
1657094189320,2,248,45,1
1657094189360,-6,246,44,1
1657094189400,-9,246,40,1
1657094189440,-8,250,38,1
1657094189480,-3,252,36,1
1657094189520,0,250,40,1
1657094189560,1,245,43,1
1657094189600,2,238,44,1
1657094189640,2,235,44,1
1657094189680,1,236,45,1
1657094189720,-1,240,45,1
1657094189760,-2,244,45,1
1657094189800,-2,251,42,1
1657094189840,-2,252,40,1
1657094189880,1,252,34,1
1657094189920,2,248,31,1
1657094189960,1,240,36,1
1657094190000,-4,233,47,1
1657094190040,-9,232,57,1
1657094190080,-6,241,60,1
1657094190120,0,257,51,1
1657094190160,10,266,43,1
1657094190200,10,260,38,1
1657094190240,4,248,38,1
1657094190280,-1,236,37,1
1657094190320,-7,224,38,1
1657094190360,-9,221,41,1
1657094190400,-8,225,50,1
1657094190440,1,237,54,1
1657094190480,15,255,55,1
1657094190520,17,265,55,1
1657094190560,5,266,54,1
1657094190600,-3,262,48,1
1657094190640,-3,256,37,1
1657094190680,-1,243,28,1
1657094190720,-4,228,28,1
1657094190760,-9,217,37,1
1657094190800,-4,215,49,1
1657094190840,7,230,54,1
1657094190880,17,250,52,1
1657094190920,16,263,49,1
1657094190960,5,266,47,1
1657094191000,-2,261,44,1
1657094191040,-7,252,36,1
1657094191080,-10,242,31,1
1657094191120,-9,232,33,1
1657094191160,-6,229,42,1
1657094191200,8,229,50,1
1657094191240,17,238,55,1
1657094191280,7,252,57,1
1657094191320,-4,255,48,1
1657094191360,-8,251,39,1
1657094191400,-3,248,35,1
1657094191440,-1,245,39,1
1657094191480,-7,244,43,1
1657094191520,-14,240,46,1
1657094191560,-15,233,48,1
1657094191600,-9,230,50,1
1657094191640,4,234,43,1
1657094191680,15,249,41,1
1657094191720,17,258,41,1
1657094191760,3,265,45,1
1657094191800,-10,264,50,1
1657094191840,-12,257,44,1
1657094191880,-1,243,37,1
1657094191920,-4,224,33,1
1657094191960,-9,207,40,1
1657094192000,-6,207,48,1
1657094192040,5,230,49,1
1657094192080,17,260,44,1
1657094192120,17,277,43,1
1657094192160,6,272,48,1
1657094192200,1,263,45,1
1657094192240,-5,253,40,1
1657094192280,-13,238,35,1
1657094192320,-17,224,42,1
1657094192360,-9,219,45,1
1657094192400,2,226,40,1
1657094192440,13,238,33,1
1657094192480,11,246,39,1
1657094192520,2,253,50,1
1657094192560,-9,257,56,1
1657094192600,-13,255,54,1
1657094192640,-8,252,45,1
1657094192680,-2,251,37,1
1657094192720,3,245,34,1
1657094192760,1,241,38,1
1657094192800,-4,238,41,1
1657094192840,-5,237,45,1
1657094192880,-1,239,51,1
1657094192920,2,242,54,1
1657094192960,4,247,45,1
1657094193000,2,249,35,1
1657094193040,1,249,35,1
1657094193080,0,247,44,1
1657094193120,-6,244,46,1
1657094193160,-8,241,48,1
1657094193200,-6,238,44,1
1657094193240,0,241,42,1
1657094193280,4,247,40,1
1657094193320,5,252,38,1
1657094193360,3,249,41,1
1657094193400,-1,246,43,1
1657094193440,-6,245,42,1
1657094193480,-5,244,43,1
1657094193520,0,245,46,1
1657094193560,3,245,48,1
1657094193600,1,244,48,1
1657094193640,-1,240,48,1
1657094193680,-5,236,49,1
1657094193720,-3,238,47,1
1657094193760,0,244,40,1
1657094193800,4,250,40,1
1657094193840,10,250,44,1
1657094193880,7,250,49,1
1657094193920,-4,252,49,1
1657094193960,-15,248,47,1
1657094194000,-14,241,46,1
1657094194040,-3,239,52,1
1657094194080,4,239,50,1
1657094194120,13,243,49,1
1657094194160,11,245,46,1
1657094194200,1,248,41,1
1657094194240,-10,249,39,1
1657094194280,-17,249,38,1
1657094194320,-12,244,41,1
1657094194360,-2,240,43,1
1657094194400,6,238,46,1
1657094194440,10,240,43,1
1657094194480,3,245,44,1
1657094194520,-5,249,46,1
1657094194560,-11,253,46,1
1657094194600,-7,250,45,1
1657094194640,1,247,44,1
1657094194680,8,243,42,1
1657094194720,8,240,41,1
1657094194760,3,237,40,1
1657094194800,-5,238,40,1
1657094194840,-11,241,43,1
1657094194880,-9,246,46,1
1657094194920,0,251,48,1
1657094194960,8,253,48,1
1657094195000,10,250,47,1
1657094195040,4,242,43,1
1657094195080,-6,237,39,1
1657094195120,-13,234,37,1
1657094195160,-11,238,38,1
1657094195200,0,242,44,1
1657094195240,11,249,51,1
1657094195280,11,254,52,1
1657094195320,3,254,48,1
1657094195360,-4,250,44,1
1657094195400,-8,244,37,1
1657094195440,-8,237,35,1
1657094195480,-3,235,36,1
1657094195520,2,238,40,1
1657094195560,5,244,44,1
1657094195600,6,250,47,1
1657094195640,3,253,49,1
1657094195680,0,250,49,1
1657094195720,-2,248,47,1
1657094195760,-5,244,44,1
1657094195800,-6,240,42,1
1657094195840,-5,240,38,1
1657094195880,-2,237,34,1
1657094195920,0,239,35,1
1657094195960,2,241,42,1
1657094196000,2,244,48,1
1657094196040,0,248,52,1
1657094196080,-1,252,48,1
1657094196120,-1,253,43,1
1657094196160,2,252,39,1
1657094196200,2,250,38,1
1657094196240,1,246,40,1
1657094196280,-3,242,41,1
1657094196320,-7,239,42,1
1657094196360,-8,237,43,1
1657094196400,-2,236,40,1
1657094196440,3,238,38,1
1657094196480,7,241,42,1
1657094196520,5,245,44,1
1657094196560,1,248,48,1
1657094196600,-3,250,47,1
1657094196640,-5,251,47,1
1657094196680,-3,251,43,1
1657094196720,0,251,44,1
1657094196760,0,249,43,1
1657094196800,0,242,37,1
1657094196840,-2,236,36,1
1657094196880,0,232,37,1
1657094196920,1,239,44,1
1657094196960,4,246,51,1
1657094197000,2,251,52,1
1657094197040,0,251,49,1
1657094197080,-5,250,46,1
1657094197120,-7,247,44,1
1657094197160,-4,244,41,1
1657094197200,0,243,39,1
1657094197240,2,241,36,1
1657094197280,2,241,36,1
1657094197320,1,241,42,1
1657094197360,0,246,48,1
1657094197400,-1,245,49,1
1657094197440,-1,244,45,1
1657094197480,-2,243,42,1
1657094197520,-2,243,40,1
1657094197560,-4,244,40,1
1657094197600,-3,247,40,1
1657094197640,0,248,42,1
1657094197680,3,250,48,1
1657094197720,4,250,48,1
1657094197760,3,248,46,1
1657094197800,-1,246,43,1
1657094197840,-4,244,40,1
1657094197880,-6,241,38,1
1657094197920,-5,238,39,1
1657094197960,-2,237,41,1
1657094198000,2,237,42,1
1657094198040,4,239,45,1
1657094198080,3,244,47,1
1657094198120,1,251,44,1
1657094198160,-1,254,46,1
1657094198200,-2,254,45,1
1657094198240,-2,251,44,1
1657094198280,-1,245,44,1
1657094198320,-2,240,40,1
1657094198360,-2,236,37,1
1657094198400,-2,237,34,1
1657094198440,-1,241,41,1
1657094198480,0,247,48,1
1657094198520,3,249,51,1
1657094198560,1,248,50,1
1657094198600,1,248,45,1
1657094198640,0,247,43,1
1657094198680,-2,248,40,1
1657094198720,-2,246,36,1
1657094198760,0,241,37,1
1657094198800,1,238,42,1
1657094198840,1,237,42,1
1657094198880,-2,239,45,1
1657094198920,-2,243,45,1
1657094198960,-3,248,44,1
1657094199000,-2,251,45,1
1657094199040,0,251,43,1
1657094199080,2,251,42,1
1657094199120,1,250,42,1
1657094199160,1,247,42,1
1657094199200,-1,245,42,1
1657094199240,-3,243,44,1
1657094199280,-5,239,40,1
1657094199320,-2,236,38,1
1657094199360,-2,237,39,1
1657094199400,1,241,40,1
1657094199440,5,248,46,1
1657094199480,6,251,47,1
1657094199520,1,249,46,1
1657094199560,-5,246,44,1
1657094199600,-8,240,38,1
1657094199640,-8,238,38,1
1657094199680,-4,242,37,1
1657094199720,2,248,41,1
1657094199760,7,254,48,1
1657094199800,4,255,52,1
1657094199840,-1,252,49,1
1657094199880,-6,243,46,1
1657094199920,-8,238,42,1
1657094199960,-5,236,37,1
1657094200000,0,235,38,1
1657094200040,4,239,36,1
1657094200080,7,243,42,1
1657094200120,3,248,47,1
1657094200160,0,249,46,1
1657094200200,-4,247,42,1
1657094200240,-7,245,41,1
1657094200280,-7,242,41,1
1657094200320,-7,241,40,1
1657094200360,-2,241,40,1
1657094200400,1,247,41,1
1657094200440,3,253,43,1
1657094200480,5,255,44,1
1657094200520,3,255,46,1
1657094200560,0,250,43,1
1657094200600,-3,242,40,1
1657094200640,-7,235,36,1
1657094200680,-6,231,32,1
1657094200720,-2,232,35,1
1657094200760,2,237,40,1
1657094200800,6,245,47,1
1657094200840,4,251,50,1
1657094200880,-2,253,52,1
1657094200920,-7,252,47,1
1657094200960,-9,251,43,1
1657094201000,-3,248,39,1
1657094201040,1,247,36,1
1657094201080,4,244,37,1
1657094201120,5,247,44,1
1657094201160,3,246,47,1
1657094201200,0,241,48,1
1657094201240,-5,237,44,1
1657094201280,-8,235,41,1
1657094201320,-4,236,40,1
1657094201360,0,243,40,1
1657094201400,3,252,46,1
1657094201440,1,257,49,1
1657094201480,-1,254,50,1
1657094201520,-4,248,47,1
1657094201560,-4,239,42,1
1657094201600,-2,237,39,1
1657094201640,0,238,39,1
1657094201680,2,240,39,1
1657094201720,3,244,40,1
1657094201760,0,248,43,1
1657094201800,-5,251,44,1
1657094201840,-6,250,43,1
1657094201880,-7,247,44,1
1657094201920,-4,243,44,1
1657094201960,1,240,41,1
1657094202000,5,239,39,1
1657094202040,4,239,37,1
1657094202080,1,243,39,1
1657094202120,-4,245,41,1
1657094202160,-7,247,46,1
1657094202200,-7,249,46,1
1657094202240,-3,246,42,1
1657094202280,1,246,41,1
1657094202320,4,247,38,1
1657094202360,2,245,39,1
1657094202400,0,245,41,1
1657094202440,-2,244,44,1
1657094202480,-6,244,43,1
1657094202520,-5,242,43,1
1657094202560,-1,242,41,1
1657094202600,0,242,41,1
1657094202640,1,244,40,1
1657094202680,0,244,40,1
1657094202720,-1,244,40,1
1657094202760,-3,246,40,1
1657094202800,-2,246,41,1
1657094202840,-1,246,41,1
1657094202880,0,247,42,1
1657094202920,0,247,40,1
1657094202960,0,245,41,1
1657094203000,-1,244,41,1
1657094203040,-1,243,40,1
1657094203080,0,243,42,1
1657094203120,0,243,44,1
1657094203160,-1,243,43,1
1657094203200,0,243,51,1
1657094203240,-1,246,54,1
1657094203280,1,244,56,1
1657094203320,1,246,52,1
1657094203360,-3,247,49,1
1657094203400,-7,245,45,1
1657094203440,-10,244,42,1
1657094203480,-4,246,39,1
1657094203520,2,245,37,1
1657094203560,5,243,39,1
1657094203600,2,241,42,1
1657094203640,-2,242,45,1
1657094203680,-5,245,46,1
1657094203720,-2,247,45,1
1657094203760,0,250,43,1
1657094203800,-1,249,39,1
1657094203840,-2,247,37,1
1657094203880,-2,243,35,1
1657094203920,0,238,38,1
1657094203960,0,238,42,1
1657094204000,-1,239,46,1
1657094204040,-2,245,45,1
1657094204080,-2,252,43,1
1657094204120,-5,256,39,1
1657094204160,-3,254,39,1
1657094204200,-3,249,40,1
1657094204240,-3,242,39,1
1657094204280,0,238,40,1
1657094204320,4,236,42,1
1657094204360,6,239,44,1
1657094204400,6,242,42,1
1657094204440,3,247,39,1
1657094204480,-1,247,38,1
1657094204520,-6,247,40,1
1657094204560,-9,247,38,1
1657094204600,-6,245,40,1
1657094204640,0,246,40,1
1657094204680,5,245,41,1
1657094204720,8,245,43,1
1657094204760,5,244,39,1
1657094204800,1,244,37,1
1657094204840,-6,245,38,1
1657094204880,-10,246,39,1
1657094204920,-6,246,41,1
1657094204960,-1,244,43,1
1657094205000,3,241,41,1
1657094205040,6,240,40,1
1657094205080,3,239,36,1
1657094205120,-1,243,37,1
1657094205160,-7,246,43,1
1657094205200,-9,251,47,1
1657094205240,-6,252,46,1
1657094205280,-1,251,42,1
1657094205320,1,249,37,1
1657094205360,2,245,36,1
1657094205400,2,240,36,1
1657094205440,1,238,38,1
1657094205480,1,237,39,1
1657094205520,0,238,41,1
1657094205560,0,240,43,1
1657094205600,-1,246,43,1
1657094205640,-4,252,45,1
1657094205680,-7,255,42,1
1657094205720,-6,255,45,1
1657094205760,-2,252,40,1
1657094205800,1,245,39,1
1657094205840,5,237,36,1
1657094205880,6,232,36,1
1657094205920,3,232,38,1
1657094205960,1,237,41,1
1657094206000,-2,244,45,1
1657094206040,-6,252,47,1
1657094206080,-6,252,43,1
1657094206120,-2,252,40,1
1657094206160,1,250,37,1
1657094206200,0,247,38,1
1657094206240,0,245,38,1
1657094206280,0,244,41,1
1657094206320,0,243,43,1
1657094206360,-1,243,43,1
1657094206400,0,242,42,1
1657094206440,1,240,41,1
1657094206480,0,239,37,1
1657094206520,0,239,35,1
1657094206560,-1,243,39,1
1657094206600,-3,248,41,1
1657094206640,-2,254,46,1
1657094206680,-1,254,47,1
1657094206720,0,251,45,1
1657094206760,0,246,41,1
1657094206800,0,241,38,1
1657094206840,1,237,32,1
1657094206880,0,237,35,1
1657094206920,0,240,39,1
1657094206960,1,245,46,1
1657094207000,-1,248,47,1
1657094207040,-1,249,46,1
1657094207080,-2,247,41,1
1657094207120,-2,246,38,1
1657094207160,-1,246,37,1
1657094207200,0,245,38,1
1657094207240,1,245,42,1
1657094207280,1,244,40,1
1657094207320,-1,241,38,1
1657094207360,-1,239,38,1
1657094207400,-2,241,40,1
1657094207440,-1,244,39,1
1657094207480,0,247,42,1
1657094207520,0,250,43,1
1657094207560,0,250,42,1
1657094207600,-1,246,42,1
1657094207640,0,243,39,1
1657094207680,0,241,37,1
1657094207720,-1,241,36,1
1657094207760,-1,242,38,1
1657094207800,0,245,41,1
1657094207840,0,246,40,1
1657094207880,0,246,42,1
1657094207920,0,245,40,1
1657094207960,1,242,38,1
1657094208000,1,241,37,1
1657094208040,0,243,37,1
1657094208080,0,245,41,1
1657094208120,-1,248,43,1
1657094208160,-1,250,43,1
1657094208200,-1,249,42,1
1657094208240,-2,247,40,1
1657094208280,-1,244,38,1
1657094208320,-1,243,38,1
1657094208360,1,242,39,1
1657094208400,2,241,40,1
1657094208440,2,241,40,1
1657094208480,1,241,39,1
1657094208520,1,241,38,1
1657094208560,-2,243,38,1
1657094208600,-2,244,39,1
1657094208640,-3,246,39,1
1657094208680,-1,249,42,1
1657094208720,-2,252,45,1
1657094208760,-2,253,46,1
1657094208800,-1,249,41,1
1657094208840,-1,247,40,1
1657094208880,0,244,37,1
1657094208920,1,241,37,1
1657094208960,3,240,37,1
1657094209000,2,239,37,1
1657094209040,1,239,37,1
1657094209080,0,239,38,1
1657094209120,-2,240,38,1
1657094209160,-2,244,40,1
1657094209200,-2,248,44,1
1657094209240,-2,252,45,1
1657094209280,-2,254,45,1
1657094209320,-1,253,44,1
1657094209360,-1,251,40,1
1657094209400,-1,249,38,1
1657094209440,1,243,37,1
1657094209480,1,240,37,1
1657094209520,2,237,37,1
1657094209560,2,236,39,1
1657094209600,1,236,39,1
1657094209640,-1,239,41,1
1657094209680,-2,242,39,1
1657094209720,-5,247,40,1
1657094209760,-3,250,41,1
1657094209800,-3,253,43,1
1657094209840,-1,254,43,1
1657094209880,0,254,43,1
1657094209920,-1,251,40,1
1657094209960,0,247,39,1
1657094210000,0,242,37,1
1657094210040,1,235,36,1
1657094210080,1,236,36,1
1657094210120,1,235,39,1
1657094210160,0,239,40,1
1657094210200,0,242,41,1
1657094210240,-2,248,41,1
1657094210280,-4,250,41,1
1657094210320,-3,251,41,1
1657094210360,-3,251,40,1
1657094210400,-1,248,41,1
1657094210440,0,247,41,1
1657094210480,0,245,40,1
1657094210520,1,244,41,1
1657094210560,0,243,40,1
1657094210600,1,242,39,1
1657094210640,0,242,38,1
1657094210680,0,240,37,1
1657094210720,-1,240,38,1
1657094210760,-1,242,39,1
1657094210800,-1,244,42,1
1657094210840,-1,247,44,1
1657094210880,0,249,44,1
1657094210920,0,250,45,1
1657094210960,-1,250,41,1
1657094211000,-5,246,38,1
1657094211040,-3,244,34,1
1657094211080,-1,242,35,1
1657094211120,1,240,37,1
1657094211160,3,242,42,1
1657094211200,3,242,44,1
1657094211240,2,242,42,1
1657094211280,-1,243,39,1
1657094211320,-4,243,39,1
1657094211360,-5,245,37,1
1657094211400,-3,247,39,1
1657094211440,-1,249,43,1
1657094211480,1,247,43,1
1657094211520,1,246,45,1
1657094211560,1,243,40,1
1657094211600,0,240,38,1
1657094211640,0,241,38,1
1657094211680,-1,242,38,1
1657094211720,-3,245,41,1
1657094211760,-3,247,42,1
1657094211800,-2,249,42,1
1657094211840,0,247,43,1
1657094211880,0,245,41,1
1657094211920,1,243,39,1
1657094211960,0,242,36,1
1657094212000,0,241,37,1
1657094212040,-1,244,41,1
1657094212080,-2,247,43,1
1657094212120,-5,250,45,1
1657094212160,-1,249,43,1
1657094212200,0,247,44,1
1657094212240,1,244,38,1
1657094212280,1,241,37,1
1657094212320,0,240,37,1
1657094212360,-1,242,37,1
1657094212400,-2,244,41,1
1657094212440,-3,246,44,1
1657094212480,-2,246,44,1
1657094212520,-1,246,45,1
1657094212560,0,244,42,1
1657094212600,0,245,41,1
1657094212640,0,245,38,1
1657094212680,0,244,37,1
1657094212720,-1,247,38,1
1657094212760,-2,248,39,1
1657094212800,-1,247,40,1
1657094212840,-1,244,41,1
1657094212880,0,241,39,1
1657094212920,0,240,39,1
1657094212960,0,242,40,1
1657094213000,-1,244,42,1
1657094213040,-2,247,43,1
1657094213080,-2,249,44,1
1657094213120,-1,247,43,1
1657094213160,-1,247,43,1
1657094213200,1,244,39,1
1657094213240,2,242,39,1
1657094213280,2,242,39,1
1657094213320,0,242,39,1
1657094213360,0,243,40,1
1657094213400,-4,245,42,1
1657094213440,-6,246,44,1
1657094213480,-6,248,46,1
1657094213520,-3,247,45,1
1657094213560,0,246,43,1
1657094213600,0,243,40,1
1657094213640,2,242,38,1
1657094213680,1,242,38,1
1657094213720,1,242,38,1
1657094213760,0,244,41,1
1657094213800,-1,246,41,1
1657094213840,-1,245,43,1
1657094213880,-1,245,43,1
1657094213920,-3,247,42,1
1657094213960,-3,246,42,1
1657094214000,-3,247,42,1
1657094214040,-2,247,41,1
1657094214080,0,245,40,1
1657094214120,0,246,40,1
1657094214160,0,243,41,1
1657094214200,1,243,42,1
1657094214240,0,241,41,1
1657094214280,0,241,40,1
1657094214320,-1,241,40,1
1657094214360,-1,243,38,1
1657094214400,-1,245,38,1
1657094214440,-1,247,41,1
1657094214480,-1,250,44,1
1657094214520,-4,251,44,1
1657094214560,-2,249,44,1
1657094214600,-4,249,43,1
1657094214640,-1,245,39,1
1657094214680,0,242,41,1
1657094214720,1,240,38,1
1657094214760,1,238,41,1
1657094214800,0,239,41,1
1657094214840,-1,241,41,1
1657094214880,-1,243,41,1
1657094214920,-1,245,39,1
1657094214960,-1,249,39,1
1657094215000,-1,250,39,1
1657094215040,-2,250,42,1
1657094215080,-1,250,43,1
1657094215120,-2,247,43,1
1657094215160,-3,244,43,1
1657094215200,-1,243,41,1
1657094215240,0,242,40,1
1657094215280,0,243,39,1
1657094215320,1,244,40,1
1657094215360,0,246,39,1
1657094215400,-2,243,40,1
1657094215440,-1,243,41,1
1657094215480,0,241,43,1
1657094215520,-1,245,42,1
1657094215560,-1,245,42,1
1657094215600,-1,246,43,1
1657094215640,-3,246,42,1
1657094215680,-3,245,43,1
1657094215720,-3,244,41,1
1657094215760,-2,245,40,1
1657094215800,-1,244,38,1
1657094215840,-1,247,41,1
1657094215880,0,247,40,1
1657094215920,0,249,41,1
1657094215960,1,247,42,1
1657094216000,0,245,41,1
1657094216040,-1,243,42,1
1657094216080,-2,241,42,1
1657094216120,-2,241,41,1
1657094216160,-2,242,40,1
1657094216200,-1,245,41,1
1657094216240,0,246,41,1
1657094216280,0,245,39,1
1657094216320,0,247,41,1
1657094216360,0,246,42,1
1657094216400,0,244,41,1
1657094216440,-1,243,40,1
1657094216480,-1,243,41,1
1657094216520,-1,244,41,1
1657094216560,0,248,42,1
1657094216600,-1,247,43,1
1657094216640,-1,247,40,1
1657094216680,0,247,40,1
1657094216720,0,245,38,1
1657094216760,0,245,39,1
1657094216800,-1,244,40,1
1657094216840,-1,244,41,1
1657094216880,-2,243,44,1
1657094216920,-2,243,44,1
1657094216960,-2,243,44,1
1657094217000,-1,245,41,1
1657094217040,0,246,39,1
1657094217080,0,247,40,1
1657094217120,-1,246,42,1
1657094217160,-1,244,44,1
1657094217200,0,244,42,1
1657094217240,0,242,41,1
1657094217280,0,241,41,1
1657094217320,-2,241,39,1
1657094217360,-5,244,42,1
1657094217400,-4,246,47,1
1657094217440,-1,252,48,1
1657094217480,1,252,44,1
1657094217520,2,251,41,1
1657094217560,1,247,41,1
1657094217600,0,243,38,1
1657094217640,-1,242,39,1
1657094217680,-1,239,38,1
1657094217720,-3,239,39,1
1657094217760,-3,238,40,1
1657094217800,-2,241,42,1
1657094217840,-1,243,42,1
1657094217880,-1,249,44,1
1657094217920,-1,252,44,1
1657094217960,1,255,45,1
1657094218000,-1,252,40,1
1657094218040,-1,246,40,1
1657094218080,-1,241,37,1
1657094218120,0,239,38,1
1657094218160,0,239,37,1
1657094218200,-1,240,41,1
1657094218240,-1,242,40,1
1657094218280,-2,245,42,1
1657094218320,-1,248,45,1
1657094218360,0,250,46,1
1657094218400,-1,249,45,1
1657094218440,-1,248,42,1
1657094218480,-2,243,35,1
1657094218520,0,240,35,1
1657094218560,0,239,38,1
1657094218600,2,241,43,1
1657094218640,2,245,46,1
1657094218680,-1,252,47,1
1657094218720,-5,254,46,1
1657094218760,-8,252,42,1
1657094218800,-5,245,39,1
1657094218840,1,235,37,1
1657094218880,3,231,37,1
1657094218920,2,235,40,1
1657094218960,-2,245,45,1
1657094219000,-2,253,50,1
1657094219040,-2,256,50,1
1657094219080,0,254,48,1
1657094219120,0,247,41,1
1657094219160,-1,242,35,1
1657094219200,-5,241,34,1
1657094219240,-9,242,38,1
1657094219280,-4,244,46,1
1657094219320,2,246,51,1
1657094219360,4,245,49,1
1657094219400,4,242,44,1
1657094219440,1,241,40,1
1657094219480,-5,240,39,1
1657094219520,-9,241,40,1
1657094219560,-8,244,42,1
1657094219600,-2,248,44,1
1657094219640,1,251,45,1
1657094219680,2,251,44,1
1657094219720,0,249,42,1
1657094219760,-1,246,41,1
1657094219800,-2,242,40,1
1657094219840,0,239,39,1
1657094219880,0,237,39,1
1657094219920,1,240,40,1
1657094219960,-1,243,43,1
1657094220000,-1,246,45,1
1657094220040,-3,248,46,1
1657094220080,-5,251,46,1
1657094220120,-4,250,43,1
1657094220160,-2,247,42,1
1657094220200,0,243,37,1
1657094220240,0,240,38,1
1657094220280,1,238,37,1
1657094220320,1,240,40,1
1657094220360,1,243,42,1
1657094220400,-1,249,46,1
1657094220440,-2,251,46,1
1657094220480,-5,252,44,1
1657094220520,-6,249,42,1
1657094220560,-5,245,37,1
1657094220600,-2,242,36,1
1657094220640,1,241,40,1
1657094220680,2,240,45,1
1657094220720,2,241,46,1
1657094220760,1,240,46,1
1657094220800,-2,241,43,1
1657094220840,-7,245,40,1
1657094220880,-6,248,39,1
1657094220920,-5,251,43,1
1657094220960,-2,253,42,1
1657094221000,0,251,43,1
1657094221040,0,249,41,1
1657094221080,0,246,41,1
1657094221120,1,243,41,1
1657094221160,1,239,41,1
1657094221200,1,235,41,1
1657094221240,-1,233,40,1
1657094221280,-2,236,39,1
1657094221320,-2,241,43,1
1657094221360,-2,247,46,1
1657094221400,-2,252,47,1
1657094221440,-3,254,46,1
1657094221480,-1,253,41,1
1657094221520,-1,251,39,1
1657094221560,-1,249,37,1
1657094221600,1,245,37,1
1657094221640,1,243,40,1
1657094221680,1,241,42,1
1657094221720,0,239,44,1
1657094221760,-1,240,44,1
1657094221800,-3,240,43,1
1657094221840,-4,242,42,1
1657094221880,-2,242,42,1
1657094221920,0,244,42,1
1657094221960,1,247,41,1
1657094222000,0,248,39,1
1657094222040,1,250,41,1
1657094222080,-1,251,41,1
1657094222120,-1,247,42,1
1657094222160,-2,246,42,1
1657094222200,-3,243,41,1
1657094222240,-3,243,41,1
1657094222280,-1,239,39,1
1657094222320,0,241,41,1
1657094222360,1,242,42,1
1657094222400,0,243,43,1
1657094222440,0,243,42,1
1657094222480,-1,245,41,1
1657094222520,-2,246,41,1
1657094222560,-2,247,39,1
1657094222600,-2,249,40,1
1657094222640,-1,250,42,1
1657094222680,0,250,44,1
1657094222720,0,248,45,1
1657094222760,1,243,41,1
1657094222800,-1,240,38,1
1657094222840,-1,239,37,1
1657094222880,0,239,37,1
1657094222920,-1,242,41,1
1657094222960,-1,245,44,1
1657094223000,-1,247,46,1
1657094223040,-1,247,44,1
1657094223080,-2,246,46,1
1657094223120,-1,244,43,1
1657094223160,-1,244,40,1
1657094223200,-1,245,40,1
1657094223240,-1,246,40,1
1657094223280,0,248,42,1
1657094223320,-1,247,42,1
1657094223360,-1,246,40,1
1657094223400,0,244,39,1
1657094223440,-2,243,40,1
1657094223480,-1,241,42,1
1657094223520,-1,243,43,1
1657094223560,-1,244,44,1
1657094223600,-1,247,43,1
1657094223640,-1,246,43,1
1657094223680,-1,246,40,1
1657094223720,0,243,40,1
1657094223760,0,241,37,1
1657094223800,1,241,38,1
1657094223840,-1,243,39,1
1657094223880,-3,246,42,1
1657094223920,-3,248,45,1
1657094223960,-4,248,45,1
1657094224000,-2,247,44,1
1657094224040,0,245,42,1
1657094224080,0,242,42,1
1657094224120,0,241,38,1
1657094224160,0,241,38,1
1657094224200,0,243,37,1
1657094224240,0,245,41,1
1657094224280,-1,247,43,1
1657094224320,-3,250,43,1
1657094224360,-4,249,42,1
1657094224400,-3,247,41,1
1657094224440,-2,248,41,1
1657094224480,0,244,40,1
1657094224520,-1,242,40,1
1657094224560,0,241,39,1
1657094224600,0,242,40,1
1657094224640,0,242,39,1
1657094224680,-1,246,40,1
1657094224720,-2,246,43,1
1657094224760,-1,246,42,1
1657094224800,-1,244,42,1
1657094224840,-1,242,40,1
1657094224880,-1,241,40,1
1657094224920,-2,243,42,1
1657094224960,-1,249,41,1
1657094225000,-1,251,42,1
1657094225040,0,249,43,1
1657094225080,0,248,41,1
1657094225120,-1,244,37,1
1657094225160,-3,241,37,1
1657094225200,-3,241,39,1
1657094225240,-4,243,43,1
1657094225280,-2,244,46,1
1657094225320,-1,247,46,1
1657094225360,0,246,44,1
1657094225400,2,245,40,1
1657094225440,0,243,38,1
1657094225480,0,243,37,1
1657094225520,-2,243,38,1
1657094225560,-3,244,42,1
1657094225600,-2,245,44,1
1657094225640,-1,246,45,1
1657094225680,-2,246,42,1
1657094225720,-3,246,39,1
1657094225760,-4,246,40,1
1657094225800,0,246,39,1
1657094225840,0,245,42,1
1657094225880,2,245,42,1
1657094225920,3,244,42,1
1657094225960,1,243,41,1
1657094226000,-2,242,39,1
1657094226040,-4,241,37,1
1657094226080,-6,244,40,1
1657094226120,-1,246,42,1
1657094226160,1,249,46,1
1657094226200,1,249,46,1
1657094226240,0,248,45,1
1657094226280,-2,246,38,1
1657094226320,-5,243,36,1
1657094226360,-5,242,39,1
1657094226400,-1,240,40,1
1657094226440,1,240,40,1
1657094226480,1,242,39,1
1657094226520,1,242,39,1
1657094226560,-2,244,38,1
1657094226600,-5,248,41,1
1657094226640,-4,254,46,1
1657094226680,-1,254,50,1
1657094226720,2,251,46,1
1657094226760,1,244,39,1
1657094226800,0,238,36,1
1657094226840,-4,235,31,1
1657094226880,-7,238,35,1
1657094226920,-4,245,43,1
1657094226960,0,251,52,1
1657094227000,3,253,53,1
1657094227040,5,248,50,1
1657094227080,1,242,47,1
1657094227120,-4,238,44,1
1657094227160,-10,238,39,1
1657094227200,-8,236,35,1
1657094227240,-2,241,36,1
1657094227280,1,251,45,1
1657094227320,4,255,52,1
1657094227360,1,256,52,1
1657094227400,-2,251,48,1
1657094227440,-5,244,45,1
1657094227480,-4,239,39,1
1657094227520,0,235,34,1
1657094227560,1,236,36,1
